,Company,Project,Cost,URL,base_price,max_price
957,IQVIA LTD.,IQVIA OMOP Converter,"60,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/864473923658679,60000.0,N/A
958,IQVIA LTD.,Care Pathway Analytics,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/683725030279382,1200.0,1500.0
959,IQVIA LTD.,Visualise Healthcare Data,"25,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/194346053549503,25000.0,N/A
960,IQVIA LTD.,Healthcare Benchmarking and Analytics,"15,000 to 30,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/499389986134461,15000.0,30000.0
961,IQVIA LTD.,IQVIA Flow,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/692661907233623,1200.0,1500.0
962,IQVIA LTD.,ICS Analysis Manager,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/949897163633753,1200.0,1500.0
963,IQVIA LTD.,Healthcare and Clinical Coding Analytics,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/447000966015295,1200.0,1500.0
964,IQVIA LTD.,Business Intelligence and Data Warehouse,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574376543859787,1200.0,1500.0
965,IQVIA LTD.,Academic Investigator Research,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238518228439345,1200.0,1500.0
966,IQVIA LTD.,"IQVIA Healthcare Apps, Connected Devices and Educational Content","1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/484685804356320,1200.0,1500.0
967,IQVIA LTD.,Linguamatics NLP Platform and i2e,"50,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/198716505651398,50000.0,N/A
968,IQVIA LTD.,Patient Level Information Costing System (PLICS),"30,000 a unit a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/718372697882063,30000.0,N/A
969,IQVIA LTD.,Privacy Analytics,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/150237961858853,1200.0,1500.0
970,IQVIA LTD.,IQVIA Health Flow,"1,200 to 1,500 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/766924630828231,1200.0,1500.0
971,IQVIA LTD.,"Patient Outcomes,Experience Feedback,Friends & Family Test,Staff Surveys,Survey Consultancy, Audit","5,000 to 50,000 a licence a year",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/180438446593165,5000.0,50000.0
972,Kubrick Group,Kubrick Advanced - Blended Solutions,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/182409236098245,350.0,N/A
973,Kubrick Group,Data Product & Technical Business Analyst Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/366523641110677,350.0,N/A
974,Kubrick Group,Cloud Engineering Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/222408605541275,350.0,N/A
975,Kubrick Group,"Data Management, Governance and Quality Capability",350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/156160848991721,350.0,N/A
976,Kubrick Group,"Data, AI and Cloud Consultancy Capability",350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/131537743784172,350.0,N/A
977,Kubrick Group,Data Engineering Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/204682195236998,350.0,N/A
978,Kubrick Group,Machine Learning Engineering and Data Science Capability,350 a unit a day,https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/361576211379329,350.0,N/A
979,Adatis,MLOps (Machine Learning Operations) as a Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/284872875379098,1750.0,N/A
980,Adatis,Deep Learning Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/153712160917363,495.0,1595.0
981,Adatis,Neural Network Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/328689946610675,495.0,1595.0
982,Adatis,"Azure Infrastructure & Landing Zone Design, Deployment & Support","12,000 an instance",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/999205563667050,12000.0,N/A
983,Adatis,Data Strategy,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/737790322676728,495.0,1595.0
984,Adatis,Business Intelligence Strategy,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/431031761436153,495.0,1595.0
985,Adatis,Azure Data Ingestion Service,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/182432273531798,495.0,1595.0
986,Adatis,Internet of Things Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/773423199676638,495.0,1595.0
987,Adatis,Data Platform Migration,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/895114172245573,495.0,1595.0
988,Adatis,Feature Store Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/730294548731334,495.0,1595.0
989,Adatis,Data Science Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/494357217934694,495.0,1595.0
990,Adatis,Azure Cognitive Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/726848669517062,495.0,1595.0
991,Adatis,Azure Machine Learning,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/127465952051932,495.0,1595.0
992,Adatis,Azure Artificial Intelligence,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/414343362888120,495.0,1595.0
993,Adatis,Artificial Intelligence / Data Science Strategy Service,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/784581841229790,495.0,1595.0
994,Adatis,Azure Data Management Landing Zone,"15,000 an instance",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/129379282362785,15000.0,N/A
995,Adatis,Microsoft Purview,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/594232485228120,495.0,1595.0
996,Adatis,Single Patient View,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/149728091884640,495.0,1595.0
997,Adatis,Master Data Management Service,"900 to 1,900 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/634685143792159,900.0,1900.0
998,Adatis,Azure Synapse Serverless SQL Pools,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/855550779795288,495.0,1595.0
999,Adatis,Data Platform Managed Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/854665841758849,1750.0,N/A
1000,Adatis,Power BI as a Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/107598033648056,1750.0,N/A
1001,Adatis,Azure Data Engineering,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/847220565973866,495.0,1595.0
1002,Adatis,Enterprise Data Warehouse,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/991077197117012,495.0,1595.0
1003,Adatis,Power BI Premium,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/632497257643980,495.0,1595.0
1004,Adatis,Azure Cognitive Search,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/915169474967936,495.0,1595.0
1005,Adatis,Database Administrator (DBA) as a Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/839501641486581,1750.0,N/A
1006,Adatis,"Azure DevOps Integration, Delivery and Support","495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/488434194057148,495.0,1595.0
1007,Adatis,Microsoft Data Analytics (Azure),"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/579961480187438,495.0,1595.0
1008,Adatis,MLOps (Machine Learning Operations) Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/196276863844556,495.0,1595.0
1009,Adatis,Microsoft Business Intelligence (Azure),"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/468591695859991,495.0,1595.0
1010,Adatis,Azure Business Intelligence,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/653545605945922,495.0,1595.0
1011,Adatis,Azure Synapse SQL Dedicated Pools (SQL Data Warehouse),"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/774152435067390,495.0,1595.0
1012,Adatis,Data Testing Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/282309883275946,495.0,1595.0
1013,Adatis,Azure Data Lake,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/651444508456123,495.0,1595.0
1014,Adatis,Power BI Training,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/816091711011880,495.0,1595.0
1015,Adatis,Single Customer View,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/497293899073016,495.0,1595.0
1016,Adatis,Data as a Service,"1,750 an instance a month",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/210804825236954,1750.0,N/A
1017,Adatis,Azure Data Factory Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/345517427891130,495.0,1595.0
1018,Adatis,Data Maturity Assessment,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/385647252321213,495.0,1595.0
1019,Adatis,Data Governance,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/135693976361811,495.0,1595.0
1020,Adatis,Data Integration,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/537928577120591,495.0,1595.0
1021,Adatis,Azure Databricks,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/412100115438001,495.0,1595.0
1022,Adatis,Power BI Data Governance,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/434139375971121,495.0,1595.0
1023,Adatis,Single Student View,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/932364528975533,495.0,1595.0
1024,Adatis,Power BI Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/461631945337790,495.0,1595.0
1025,Adatis,Azure Data Platform Services,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/447033642932182,495.0,1595.0
1026,Adatis,Single Person View,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/626844834634159,495.0,1595.0
1027,Adatis,Data Quality,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/216609727117303,495.0,1595.0
1028,Adatis,Data Programme Change Management,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/331785060734777,495.0,1595.0
1029,Adatis,Data Digital Transformation,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/938028739225236,495.0,1595.0
1030,Adatis,Master Data Management,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/808716354338724,495.0,1595.0
1031,Adatis,Azure Synapse Analytics,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/196044211103877,495.0,1595.0
1032,Adatis,Data Mesh Architecture,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/971662183107074,495.0,1595.0
1033,Adatis,Data Visualisation,"495 to 1,595 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/642194690350152,495.0,1595.0
1034,Alchemmy Consulting Ltd,Flexible Resource Model - FlexT,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/799784282615501,435.0,1550.0
1035,Alchemmy Consulting Ltd,Alchemmy Blockchain Factory Development Service,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/906112248088348,435.0,1550.0
1036,Alchemmy Consulting Ltd,Digital Customer Experience Strategy,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/722816291618172,435.0,1550.0
1037,Alchemmy Consulting Ltd,Cloud Implementation Strategy,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/529489305843155,435.0,1550.0
1038,Alchemmy Consulting Ltd,Operational Readiness & Transition Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/817752859596441,435.0,1550.0
1039,Alchemmy Consulting Ltd,Crisis Management Framework,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/519477302210110,435.0,1550.0
1040,Alchemmy Consulting Ltd,"Strategic Sourcing, Supplier Management for Digital & Cloud Solutions","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/323111494641995,435.0,1550.0
1041,Alchemmy Consulting Ltd,"Business Intelligence, Reporting, Dashboarding, Data Visualisation","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/797122524652321,435.0,1550.0
1042,Alchemmy Consulting Ltd,Enterprise Architecture & Solution Design for Cloud Solutions,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/282705656944997,435.0,1550.0
1043,Alchemmy Consulting Ltd,Cloud Technical Architecture,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/681755112652790,435.0,1550.0
1044,Alchemmy Consulting Ltd,"Data Science, Machine Learning, AI","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574189749187220,435.0,1550.0
1045,Alchemmy Consulting Ltd,Shared Services Design & Implementation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/596375708151507,435.0,1550.0
1046,Alchemmy Consulting Ltd,Digital Employee and Cloud Enterprise Mobility Strategy,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/503750640522206,435.0,1550.0
1047,Alchemmy Consulting Ltd,Digital Supply Chain Optimisation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/166409757578237,435.0,1550.0
1048,Alchemmy Consulting Ltd,Design Thinking (RAPIDS) as a service,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/701214512802940,435.0,1550.0
1049,Alchemmy Consulting Ltd,Cloud Migration,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/439564498697203,435.0,1550.0
1050,Alchemmy Consulting Ltd,Realising Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/123031341529640,435.0,1550.0
1051,Alchemmy Consulting Ltd,Digital & Cloud Investment Appraisal,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/483672913794804,435.0,1550.0
1052,Alchemmy Consulting Ltd,"Operational Efficiency, Cost Management & Optimisation","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/574236578520214,435.0,1550.0
1053,Alchemmy Consulting Ltd,Technical Assurance for Digital & Cloud Solutions,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/158470403394149,435.0,1550.0
1054,Alchemmy Consulting Ltd,"Knowledge Management, Retention & Capability Development","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/916247277356510,435.0,1550.0
1055,Alchemmy Consulting Ltd,Digital & Cloud Organisational Design,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/500881419680563,435.0,1550.0
1056,Alchemmy Consulting Ltd,Effective Project Governance for Cloud Solutions and Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/344719608287032,435.0,1550.0
1057,Alchemmy Consulting Ltd,Digital Business Case Development for Cloud Solutions,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/643010450275213,435.0,1550.0
1058,Alchemmy Consulting Ltd,Technology Innovation Using Cloud Services,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/969915499050955,435.0,1550.0
1059,Alchemmy Consulting Ltd,Digital PMO - Assessment & Improvement,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/241947356098842,435.0,1550.0
1060,Alchemmy Consulting Ltd,Digital & Cloud Programme & Project Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/673302496298302,435.0,1550.0
1061,Alchemmy Consulting Ltd,Getting started with Blockchain,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/770582416399899,435.0,1550.0
1062,Alchemmy Consulting Ltd,Customer Experience Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/640362558390829,435.0,1550.0
1063,Alchemmy Consulting Ltd,High Performing Digital Teams,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/462142991034404,435.0,1550.0
1064,Alchemmy Consulting Ltd,Agile Project Management For Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/430634083603887,435.0,1550.0
1065,Alchemmy Consulting Ltd,Digital & Cloud Supplier Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/850109278783241,435.0,1550.0
1066,Alchemmy Consulting Ltd,"Business Process, Robotic Process & Intelligent Automation","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/960102852216081,435.0,1550.0
1067,Alchemmy Consulting Ltd,Digital PMO - Design & Setup,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/454041225608862,435.0,1550.0
1068,Alchemmy Consulting Ltd,Customer Journey Mapping,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/861426591176969,435.0,1550.0
1069,Alchemmy Consulting Ltd,Digital & Cloud Project Recovery,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/468869612340346,435.0,1550.0
1070,Alchemmy Consulting Ltd,Business Process Modelling for Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/374555396699228,435.0,1550.0
1071,Alchemmy Consulting Ltd,Project and Programme Management (PPM),"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/740438703523926,435.0,1550.0
1072,Alchemmy Consulting Ltd,Digital Procurement Support Services,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/543422589614075,435.0,1550.0
1073,Alchemmy Consulting Ltd,Data Governance and Data Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/661783604825245,435.0,1550.0
1074,Alchemmy Consulting Ltd,Cloud Architecture,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/242740286736649,435.0,1550.0
1075,Alchemmy Consulting Ltd,Financial Modelling for Digital & Cloud Projects,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/456025765768137,435.0,1550.0
1076,Alchemmy Consulting Ltd,Digital & Cloud Portfolio Management,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/386143540078598,435.0,1550.0
1077,Alchemmy Consulting Ltd,Project and Delivery Assurance,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/388123018591913,435.0,1550.0
1078,Alchemmy Consulting Ltd,Digital Organisational Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/813881718174023,435.0,1550.0
1079,Alchemmy Consulting Ltd,Achieving Operational Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/867686620840392,435.0,1550.0
1080,Alchemmy Consulting Ltd,PMO as a Service,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/236449940928205,435.0,1550.0
1081,Alchemmy Consulting Ltd,Digital & Cloud Engagement Strategy,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/221791064668545,435.0,1550.0
1082,Alchemmy Consulting Ltd,Operating Model Design for Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/764163256944398,435.0,1550.0
1083,Alchemmy Consulting Ltd,"Digital Service Design, Transition & Improvement","435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/954803995101582,435.0,1550.0
1084,Alchemmy Consulting Ltd,People Change for Agile Transformations,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/148365417119235,435.0,1550.0
1085,Alchemmy Consulting Ltd,Data Strategy & Data-Driven Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/278644398014098,435.0,1550.0
1086,Alchemmy Consulting Ltd,Business Process Design & Improvement for Digital Transformation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/211073933522394,435.0,1550.0
1087,Alchemmy Consulting Ltd,Architecture Maturity Assessment,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/447978562692457,435.0,1550.0
1088,Alchemmy Consulting Ltd,Customer Experience Driven Operating Model Design,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/452559972904123,435.0,1550.0
1089,Alchemmy Consulting Ltd,Change Management for Cloud Migration & Implementation,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/969115882764859,435.0,1550.0
1090,Alchemmy Consulting Ltd,Concept of Operations Services,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/928470917843371,435.0,1550.0
1091,Alchemmy Consulting Ltd,Business Analysis for Digital & Cloud Solutions,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/952313588614277,435.0,1550.0
1092,Alchemmy Consulting Ltd,Cloud Technology and ICT Strategy Review,"435 to 1,550 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/266263812837125,435.0,1550.0
1093,Baringa Partners,Baringa Cloud Optimisation Advisory and Assurance Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/852632141173542,465.0,2975.0
1094,Baringa Partners,Baringa Cloud Strategy and Planning Advisory Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/238580338024411,465.0,2975.0
1095,Baringa Partners,Baringa Cloud Commercial and Procurement Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/430101770039712,465.0,2975.0
1096,Baringa Partners,"Baringa Cloud Data Privacy, Protection and Security Services","465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/689638341151202,465.0,2975.0
1097,Baringa Partners,Baringa Cloud Learning and Development Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/857631080735319,465.0,2975.0
1098,Baringa Partners,Baringa Cloud Data Architecture and Engineering  Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/249934378913349,465.0,2975.0
1099,Baringa Partners,Baringa Cloud Based HR Technology and Transformation Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/301604000874869,465.0,2975.0
1100,Baringa Partners,Baringa Cloud Setup and Implementation Assurance Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/956401069263743,465.0,2975.0
1101,Baringa Partners,Baringa Cloud Cyber Security Strategic Advisory Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/529505196106410,465.0,2975.0
1102,Baringa Partners,Baringa Cloud Process Mining and Analytics Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/867261085821555,465.0,2975.0
1103,Baringa Partners,Baringa Cloud Data Technology Solutions Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/281821496708017,465.0,2975.0
1104,Baringa Partners,Baringa Cloud Digital Transformation Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/161370016478773,465.0,2975.0
1105,Baringa Partners,Baringa Cloud Project Portfolio Management & Enterprise Agile Planning Tool Implementation Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/641549236326001,465.0,2975.0
1106,Baringa Partners,Baringa Cloud Data Insights and Visualisation Solutions & Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/267971777337321,465.0,2975.0
1107,Baringa Partners,Baringa Cloud Data Strategy & Transformation Services,"465 to 2,975 a unit a day",https://www.applytosupply.digitalmarketplace.service.gov.uk/g-cloud/services/776109160777218,465.0,2975.0
